order_id,customer_id,age,product_id,country,signup_date,last_purchase_date,cancellations_count,subscription_status,order_date,unit_price,quantity,purchase_frequency,preferred_category,product_name,category,gender
ORD5500,CUST1500,49,PROD700,Canada,5/2/2021,2/24/2022,3,paused,7/15/2022,582.99,3,3,Clothing,Perfume,Beauty,Female
ORD5501,CUST1501,51,PROD701,Pakistan,10/1/2022,5/27/2023,3,paused,5/22/2024,307.14,2,34,Home,Basketball,Sports,Other
ORD5502,CUST1502,66,PROD702,USA,11/8/2021,1/17/2025,4,paused,3/24/2022,193.22,8,32,Beauty,Shirt,Clothing,Male
ORD5503,CUST1503,58,PROD703,USA,4/4/2022,5/25/2024,1,cancelled,4/27/2025,996.56,2,32,Beauty,Camera,Electronics,Male
ORD5504,CUST1504,31,PROD704,Pakistan,4/6/2023,3/29/2025,0,active,6/16/2024,965.67,2,42,Clothing,Microwave,Home,Female
ORD5505,CUST1505,35,PROD705,Canada,7/22/2023,6/2/2025,4,active,9/22/2024,134.86,9,7,Electronics,Dress,Clothing,Male
ORD5506,CUST1506,48,PROD706,Pakistan,10/26/2020,6/6/2022,2,active,10/21/2024,59.06,8,27,Clothing,T-Shirt,Clothing,Female
ORD5507,CUST1507,34,PROD707,Pakistan,3/30/2021,7/26/2025,0,cancelled,10/2/2021,163.78,5,14,Electronics,Gaming Console,Electronics,Male
ORD5508,CUST1508,57,PROD708,India,9/8/2021,1/4/2024,3,paused,4/24/2024,204.26,9,38,Beauty,Dining Table,Home,Female
ORD5509,CUST1509,42,PROD709,Germany,6/17/2023,8/7/2024,3,active,9/25/2023,162.05,9,32,Electronics,Vacuum Cleaner,Home,Male
ORD5510,CUST1510,60,PROD710,Germany,10/25/2022,7/19/2025,3,cancelled,1/26/2024,124.82,6,43,Home,Sneakers,Clothing,Female
ORD5511,CUST1511,28,PROD711,Canada,8/9/2022,9/2/2024,1,paused,3/7/2024,81.49,7,32,Beauty,Vacuum Cleaner,Home,Female
ORD5512,CUST1512,34,PROD712,Canada,7/11/2021,5/22/2025,0,paused,7/25/2022,36.04,3,23,Clothing,Face Wash,Beauty,Male
ORD5513,CUST1513,44,PROD713,Germany,12/10/2022,5/26/2025,4,cancelled,1/5/2024,243.55,7,26,Beauty,Jeans,Clothing,Male
ORD5514,CUST1514,57,PROD714,India,3/20/2021,1/8/2023,1,active,3/18/2023,428.54,3,33,Home,Tablet,Electronics,Male
ORD5515,CUST1515,54,PROD715,India,5/25/2022,3/12/2023,5,active,4/9/2025,234.67,3,8,Home,Bluetooth Speaker,Electronics,Male
ORD5516,CUST1516,51,PROD716,India,3/4/2021,6/17/2023,1,cancelled,7/18/2024,142.25,9,40,Home,Dining Table,Home,Male
ORD5517,CUST1517,41,PROD717,USA,3/12/2023,9/5/2023,3,cancelled,11/14/2023,116.18,6,20,Beauty,Dress,Clothing,Male
ORD5518,CUST1518,47,PROD718,UK,7/16/2021,8/17/2022,5,active,2/15/2022,321.74,6,15,Clothing,Sneakers,Clothing,Male
ORD5519,CUST1519,26,PROD719,USA,9/1/2020,5/22/2022,1,active,3/12/2023,266.97,5,9,Beauty,Smartphone,Electronics,Female
ORD5520,CUST1520,40,PROD720,Canada,10/22/2022,1/6/2023,1,active,9/30/2024,283.96,5,36,Home,Bluetooth Speaker,Electronics,Female
ORD5521,CUST1521,43,PROD721,India,2/27/2021,7/30/2025,2,active,6/6/2025,382.28,4,47,Sports,Dress,Clothing,Male
ORD5522,CUST1522,53,PROD722,USA,6/30/2022,5/27/2024,2,paused,7/9/2024,217.42,4,43,Home,Cycling Helmet,Sports,Male
ORD5523,CUST1523,63,PROD723,Canada,2/24/2022,3/13/2022,3,active,11/18/2023,57.75,8,5,Beauty,Lipstick,Beauty,Male
ORD5524,CUST1524,43,PROD724,USA,3/4/2021,7/8/2022,5,active,3/1/2025,256.45,4,29,Home,Camera,Electronics,Female
ORD5525,CUST1525,66,PROD725,UK,6/7/2023,6/12/2024,5,paused,9/18/2023,300.55,6,18,Electronics,Tablet,Electronics,Male
ORD5526,CUST1526,54,PROD726,India,12/17/2021,12/17/2021,3,paused,7/14/2023,75.6,8,26,Sports,Smartphone,Electronics,Male
ORD5527,CUST1527,30,PROD727,India,11/30/2020,7/5/2024,4,cancelled,7/20/2024,1582.47,1,39,Beauty,Sofa,Home,Male
ORD5528,CUST1528,24,PROD728,USA,8/29/2022,3/8/2023,5,active,7/5/2023,199.61,6,30,Beauty,Microwave,Home,Female
ORD5529,CUST1529,50,PROD729,UK,3/30/2021,1/7/2025,3,active,4/5/2022,75.76,9,7,Electronics,Moisturizer,Beauty,Male
ORD5530,CUST1530,26,PROD730,Canada,3/25/2022,5/21/2024,1,active,9/24/2022,169.33,3,19,Beauty,Lamp,Home,Male
ORD5531,CUST1531,44,PROD731,Canada,5/9/2022,7/23/2022,5,active,8/14/2022,279.79,5,32,Home,Cricket Bat,Sports,Female
ORD5532,CUST1532,40,PROD732,USA,8/18/2022,4/12/2023,3,active,8/27/2024,18.93,4,45,Electronics,Blender,Home,Male
ORD5533,CUST1533,41,PROD733,India,11/28/2020,6/6/2024,2,active,9/15/2021,147.55,8,32,Home,Lamp,Home,Male
ORD5534,CUST1534,54,PROD734,UK,1/21/2023,11/14/2023,4,active,7/10/2023,82.68,9,2,Clothing,Headphones,Electronics,Male
ORD5535,CUST1535,29,PROD735,Pakistan,1/22/2023,12/17/2023,4,cancelled,10/6/2023,178.63,9,15,Beauty,Vacuum Cleaner,Home,Female
ORD5536,CUST1536,20,PROD736,Pakistan,1/15/2023,2/14/2023,3,active,10/3/2024,22.44,8,21,Home,Shirt,Clothing,Female
ORD5537,CUST1537,59,PROD737,India,5/30/2022,10/9/2024,0,active,11/8/2024,443.38,4,8,Sports,Headphones,Electronics,Female
ORD5538,CUST1538,37,PROD738,Canada,7/10/2022,6/30/2024,0,active,11/20/2022,189.41,8,46,Electronics,Yoga Mat,Sports,Male
ORD5539,CUST1539,61,PROD739,Canada,11/7/2022,2/13/2025,4,active,6/27/2024,440.91,3,33,Electronics,Perfume,Beauty,Female
ORD5540,CUST1540,50,PROD740,Canada,11/2/2020,7/15/2022,5,active,2/5/2021,944.82,2,29,Beauty,Smartwatch,Electronics,Female
ORD5541,CUST1541,67,PROD741,Pakistan,12/24/2022,1/22/2025,0,paused,6/5/2024,892.74,2,49,Electronics,Blender,Home,Male
ORD5542,CUST1542,39,PROD742,UK,7/18/2022,11/6/2023,4,cancelled,4/25/2023,589.28,3,9,Home,Blender,Home,Female
ORD5543,CUST1543,64,PROD743,Pakistan,12/13/2021,1/7/2022,5,paused,3/7/2023,233.33,3,38,Clothing,Jacket,Clothing,Male
ORD5544,CUST1544,59,PROD744,UK,9/8/2022,6/25/2025,2,active,5/11/2025,168.05,9,3,Electronics,Lipstick,Beauty,Female
ORD5545,CUST1545,40,PROD745,USA,2/24/2023,2/11/2024,2,active,8/12/2025,227.34,5,17,Sports,Gaming Console,Electronics,Female
ORD5546,CUST1546,36,PROD746,UK,7/4/2021,12/26/2022,2,active,1/9/2025,164.42,3,22,Clothing,Lamp,Home,Male
ORD5547,CUST1547,49,PROD747,Germany,5/21/2023,7/10/2025,2,active,10/23/2023,577.99,1,12,Electronics,Tablet,Electronics,Female
ORD5548,CUST1548,35,PROD748,UK,11/28/2020,3/24/2025,4,paused,3/24/2025,293.23,4,6,Beauty,Refrigerator,Home,Female
ORD5549,CUST1549,56,PROD749,UK,5/3/2021,4/16/2022,1,active,1/24/2023,188.99,6,20,Beauty,Yoga Mat,Sports,Male
ORD5550,CUST1550,57,PROD750,Canada,10/2/2022,4/13/2025,5,active,6/21/2025,904.56,2,44,Clothing,Lipstick,Beauty,Male
ORD5551,CUST1551,63,PROD751,UK,7/11/2021,8/25/2023,0,active,11/1/2024,1220.25,1,9,Home,Skirt,Clothing,Female
ORD5552,CUST1552,29,PROD752,India,5/6/2022,12/16/2022,2,active,4/20/2023,34.17,6,35,Sports,Cycling Helmet,Sports,Female
ORD5553,CUST1553,40,PROD753,USA,8/30/2021,6/19/2025,2,active,10/24/2024,152.91,9,5,Beauty,Shampoo,Beauty,Female
ORD5554,CUST1554,54,PROD754,Germany,4/13/2022,2/9/2024,0,paused,12/5/2022,28.96,8,22,Home,Blender,Home,Female
ORD5555,CUST1555,52,PROD755,India,12/28/2021,2/23/2024,3,active,4/4/2024,167.97,7,6,Clothing,Jeans,Clothing,Male
ORD5556,CUST1556,35,PROD756,India,10/20/2020,12/2/2022,5,active,6/20/2023,329.43,3,35,Electronics,Dress,Clothing,Female
ORD5557,CUST1557,67,PROD757,USA,11/9/2022,11/9/2024,4,active,1/6/2024,1543.19,1,42,Beauty,Lamp,Home,Male
ORD5558,CUST1558,27,PROD758,UK,12/8/2021,5/4/2023,5,paused,1/6/2025,524.51,2,43,Beauty,Dining Table,Home,Female
ORD5559,CUST1559,38,PROD759,Germany,5/20/2021,7/31/2021,4,active,6/22/2022,342.38,4,41,Electronics,Jacket,Clothing,Female
ORD5560,CUST1560,41,PROD760,UK,5/11/2023,2/2/2025,3,cancelled,1/25/2024,164.78,9,22,Clothing,Face Wash,Beauty,Female
ORD5561,CUST1561,33,PROD761,India,3/12/2021,4/3/2024,3,active,1/31/2024,159.26,9,30,Home,Moisturizer,Beauty,Male
ORD5562,CUST1562,45,PROD762,USA,11/9/2022,10/8/2024,3,active,1/5/2024,33.22,8,7,Clothing,Chair,Home,Female
ORD5563,CUST1563,28,PROD763,Germany,12/22/2021,3/28/2024,4,cancelled,2/26/2023,1815.34,1,19,Electronics,Blender,Home,Male
ORD5564,CUST1564,27,PROD764,Germany,6/9/2021,4/5/2024,5,active,8/22/2021,17,4,2,Clothing,Smartwatch,Electronics,Male
ORD5565,CUST1565,33,PROD765,Pakistan,5/13/2022,10/12/2024,0,paused,1/20/2024,108.08,6,5,Sports,Camera,Electronics,Male
ORD5566,CUST1566,28,PROD766,India,2/23/2021,6/15/2022,4,active,11/6/2023,18.44,6,5,Beauty,Jacket,Clothing,Male
ORD5567,CUST1567,58,PROD767,UK,9/12/2020,10/25/2021,1,paused,11/1/2023,330.36,4,49,Clothing,Running Shoes,Sports,Female
ORD5568,CUST1568,34,PROD768,Pakistan,4/20/2023,10/17/2023,2,active,2/4/2025,138.99,7,36,Home,Moisturizer,Beauty,Female
ORD5569,CUST1569,52,PROD769,Canada,11/24/2020,8/25/2023,4,active,12/19/2024,45.15,5,33,Sports,Laptop,Electronics,Female
ORD5570,CUST1570,51,PROD770,USA,10/19/2020,11/6/2023,0,active,3/18/2023,266.24,4,21,Beauty,Dining Table,Home,Male
ORD5571,CUST1571,38,PROD771,Pakistan,2/19/2023,4/10/2023,5,active,7/6/2023,127.91,9,29,Sports,Lamp,Home,Male
ORD5572,CUST1572,46,PROD772,UK,5/20/2023,4/14/2025,0,active,3/28/2024,49.35,7,49,Clothing,Perfume,Beauty,Female
ORD5573,CUST1573,35,PROD773,USA,3/12/2021,11/4/2023,4,active,9/15/2021,12.69,9,14,Beauty,Camera,Electronics,Female
ORD5574,CUST1574,34,PROD774,Pakistan,12/15/2021,5/27/2025,4,active,12/16/2024,55.16,8,5,Beauty,Skirt,Clothing,Male
ORD5575,CUST1575,62,PROD775,Germany,7/24/2021,5/28/2025,4,active,8/9/2024,228.64,8,18,Sports,Smartphone,Electronics,Other
ORD5576,CUST1576,56,PROD776,USA,7/31/2021,4/16/2023,4,active,7/1/2025,554.17,3,46,Clothing,Bluetooth Speaker,Electronics,Female
ORD5577,CUST1577,43,PROD777,UK,3/4/2021,6/2/2021,5,active,12/5/2022,559.72,1,3,Beauty,Yoga Mat,Sports,Female
ORD5578,CUST1578,43,PROD778,USA,1/7/2023,8/13/2023,4,active,7/16/2024,319.61,3,18,Sports,Hoodie,Clothing,Male
ORD5579,CUST1579,30,PROD779,Germany,12/21/2022,11/26/2023,0,active,4/29/2023,71.54,6,12,Electronics,Camera,Electronics,Other
ORD5580,CUST1580,46,PROD780,Germany,11/2/2020,4/17/2023,4,active,3/22/2024,36.79,8,17,Clothing,Jeans,Clothing,Male
ORD5581,CUST1581,65,PROD781,UK,5/23/2022,3/21/2023,1,active,7/16/2023,1276.55,1,48,Clothing,T-Shirt,Clothing,Male
ORD5582,CUST1582,23,PROD782,UK,12/20/2020,11/14/2021,0,active,3/26/2021,683.35,2,10,Electronics,Sneakers,Clothing,Male
ORD5583,CUST1583,56,PROD783,Canada,9/23/2021,2/21/2024,5,cancelled,10/9/2022,137.79,5,12,Beauty,Lipstick,Beauty,Female
ORD5584,CUST1584,62,PROD784,USA,6/1/2022,8/9/2025,5,active,3/13/2024,309.26,4,17,Home,Shampoo,Beauty,Female
ORD5585,CUST1585,31,PROD785,Pakistan,4/22/2022,10/17/2024,2,cancelled,8/25/2023,43.08,5,22,Electronics,Nail Polish,Beauty,Female
ORD5586,CUST1586,67,PROD786,Germany,6/29/2023,1/2/2025,4,active,6/19/2024,659.12,3,32,Home,Cricket Bat,Sports,Female
ORD5587,CUST1587,69,PROD787,Canada,6/13/2022,11/8/2022,5,active,11/20/2023,177.67,7,28,Sports,Shirt,Clothing,Female
ORD5588,CUST1588,65,PROD788,USA,3/14/2021,5/8/2023,4,paused,2/8/2022,215.02,7,19,Electronics,Dress,Clothing,Male
ORD5589,CUST1589,51,PROD789,Germany,6/7/2021,7/9/2025,4,paused,7/7/2024,978.5,1,14,Home,Face Wash,Beauty,Male
ORD5590,CUST1590,43,PROD790,USA,10/1/2020,10/11/2024,0,active,4/27/2022,180.39,2,44,Beauty,Chair,Home,Male
ORD5591,CUST1591,56,PROD791,Canada,9/29/2022,12/5/2023,5,cancelled,8/17/2024,275.98,4,21,Beauty,Microwave,Home,Female
ORD5592,CUST1592,30,PROD792,USA,11/8/2022,9/20/2024,0,active,12/15/2024,105.63,7,36,Clothing,Laptop,Electronics,Female
ORD5593,CUST1593,35,PROD793,India,7/5/2023,1/23/2024,5,active,7/29/2023,427.02,4,35,Beauty,Refrigerator,Home,Female
ORD5594,CUST1594,20,PROD794,Germany,4/23/2022,4/3/2025,1,active,9/30/2022,93.14,9,2,Sports,Microwave,Home,Female
ORD5595,CUST1595,59,PROD795,Pakistan,1/18/2022,10/3/2023,4,paused,9/20/2023,58.61,3,47,Clothing,Dumbbells,Sports,Other
ORD5596,CUST1596,53,PROD796,Pakistan,1/2/2023,2/14/2024,0,cancelled,4/13/2025,261.37,6,41,Electronics,Jacket,Clothing,Female
ORD5597,CUST1597,66,PROD797,Canada,1/26/2021,1/28/2021,1,active,12/4/2023,697.6,2,8,Electronics,Perfume,Beauty,Male
ORD5598,CUST1598,31,PROD798,Pakistan,1/7/2021,7/4/2023,5,cancelled,10/24/2021,612.55,3,9,Home,Sofa,Home,Female
ORD5599,CUST1599,59,PROD799,Germany,8/9/2022,6/23/2024,0,active,12/14/2022,150.44,2,47,Beauty,Cricket Bat,Sports,Female
ORD5600,CUST1600,18,PROD800,Germany,7/4/2023,4/2/2025,5,active,7/19/2023,118.23,9,40,Beauty,Dumbbells,Sports,Other
ORD5601,CUST1601,57,PROD801,USA,7/24/2022,4/11/2024,4,active,12/7/2024,1043.23,1,9,Electronics,Microwave,Home,Male
ORD5602,CUST1602,61,PROD802,Germany,2/7/2022,11/1/2024,0,paused,4/28/2025,619.73,3,11,Home,Cycling Helmet,Sports,Female
ORD5603,CUST1603,58,PROD803,UK,12/30/2022,8/6/2025,1,active,7/18/2023,449.28,3,47,Home,Skirt,Clothing,Female
ORD5604,CUST1604,22,PROD804,Germany,4/28/2022,6/6/2025,2,active,4/3/2025,1181.37,1,17,Electronics,Dumbbells,Sports,Female
ORD5605,CUST1605,53,PROD805,Germany,6/5/2023,11/26/2024,3,active,3/19/2024,56.24,9,31,Electronics,Sneakers,Clothing,Female
ORD5606,CUST1606,42,PROD806,Pakistan,1/11/2022,4/15/2023,1,active,4/4/2023,458.76,4,16,Electronics,Moisturizer,Beauty,Male
ORD5607,CUST1607,57,PROD807,UK,2/6/2022,10/1/2022,0,cancelled,7/18/2024,4.92,8,40,Home,Yoga Mat,Sports,Male
ORD5608,CUST1608,56,PROD808,UK,6/26/2023,1/17/2024,2,active,9/15/2024,314.8,4,4,Electronics,Microwave,Home,Female
ORD5609,CUST1609,51,PROD809,Pakistan,8/18/2022,5/20/2023,4,paused,1/27/2023,475.45,4,1,Clothing,Perfume,Beauty,Female
ORD5610,CUST1610,51,PROD810,Pakistan,9/17/2020,5/9/2022,2,active,5/30/2023,224.82,2,28,Sports,Bluetooth Speaker,Electronics,Male
ORD5611,CUST1611,20,PROD811,USA,8/17/2021,12/25/2021,3,active,10/22/2024,187.96,2,32,Electronics,Shampoo,Beauty,Female
ORD5612,CUST1612,26,PROD812,Germany,1/17/2022,11/3/2023,4,active,2/5/2024,123.54,8,18,Beauty,Jacket,Clothing,Male
ORD5613,CUST1613,65,PROD813,India,7/11/2022,4/25/2023,1,cancelled,10/1/2024,384.32,4,13,Clothing,Conditioner,Beauty,Male
ORD5614,CUST1614,53,PROD814,USA,4/23/2021,3/30/2024,5,cancelled,7/30/2025,158.27,4,40,Clothing,Laptop,Electronics,Male
ORD5615,CUST1615,61,PROD815,Pakistan,10/14/2022,8/10/2024,4,cancelled,5/26/2023,252.11,7,25,Clothing,Face Wash,Beauty,Male
ORD5616,CUST1616,26,PROD816,Germany,12/27/2022,9/18/2024,1,active,6/15/2023,174.23,1,11,Sports,Face Wash,Beauty,Male
ORD5617,CUST1617,36,PROD817,USA,9/8/2022,3/2/2025,1,active,6/27/2025,150.89,6,28,Beauty,Blender,Home,Male
ORD5618,CUST1618,56,PROD818,USA,8/4/2021,10/26/2024,2,cancelled,12/26/2022,169.91,8,24,Electronics,Smartphone,Electronics,Male
ORD5619,CUST1619,57,PROD819,Pakistan,6/16/2021,8/27/2021,2,active,10/19/2021,94.81,4,33,Clothing,Laptop,Electronics,Male
ORD5620,CUST1620,21,PROD820,UK,3/29/2022,9/19/2024,4,active,12/4/2023,168.81,3,37,Home,Moisturizer,Beauty,Female
ORD5621,CUST1621,34,PROD821,India,7/7/2023,7/30/2023,5,active,1/20/2025,415.64,1,13,Beauty,Skirt,Clothing,Female
ORD5622,CUST1622,23,PROD822,India,1/25/2022,5/28/2022,5,cancelled,8/23/2023,24.21,5,19,Electronics,Microwave,Home,Female
ORD5623,CUST1623,66,PROD823,USA,3/6/2022,3/8/2023,2,cancelled,7/23/2022,132.42,8,14,Home,Gaming Console,Electronics,Male
ORD5624,CUST1624,50,PROD824,USA,1/7/2021,4/28/2023,1,cancelled,1/25/2025,177.1,5,49,Clothing,Face Wash,Beauty,Male
ORD5625,CUST1625,64,PROD825,UK,10/17/2020,1/6/2021,2,active,4/7/2022,239.59,7,35,Electronics,Basketball,Sports,Female
ORD5626,CUST1626,36,PROD826,India,12/21/2021,3/29/2025,3,cancelled,3/19/2024,165.39,5,28,Clothing,Smartphone,Electronics,Female
ORD5627,CUST1627,62,PROD827,Pakistan,8/23/2021,10/7/2023,1,paused,8/30/2022,445.44,2,28,Beauty,Cricket Bat,Sports,Female
ORD5628,CUST1628,46,PROD828,Germany,9/22/2021,4/23/2024,5,cancelled,12/18/2024,562.29,3,30,Home,Tennis Racket,Sports,Female
ORD5629,CUST1629,43,PROD829,India,1/8/2022,10/17/2024,0,cancelled,12/29/2024,108.56,8,10,Clothing,Chair,Home,Female
ORD5630,CUST1630,67,PROD830,Germany,2/3/2021,5/6/2024,1,paused,12/16/2022,908.4,2,46,Clothing,Skirt,Clothing,Male
ORD5631,CUST1631,57,PROD831,Canada,1/7/2022,6/29/2024,5,active,8/12/2025,1904.04,1,6,Beauty,Smartphone,Electronics,Female
ORD5632,CUST1632,46,PROD832,Pakistan,11/1/2021,1/26/2024,1,active,6/22/2023,313.25,6,42,Electronics,Running Shoes,Sports,Male
ORD5633,CUST1633,65,PROD833,Canada,8/12/2023,1/13/2024,0,paused,10/22/2024,174.86,8,37,Clothing,Dining Table,Home,Male
ORD5634,CUST1634,39,PROD834,Canada,11/13/2021,8/31/2022,5,active,2/4/2025,207.22,8,18,Clothing,Cricket Bat,Sports,Male
ORD5635,CUST1635,57,PROD835,India,6/16/2021,7/27/2025,0,active,9/6/2021,232.51,4,40,Home,Sofa,Home,Female
ORD5636,CUST1636,55,PROD836,Germany,1/2/2022,7/19/2023,0,active,2/4/2025,67.19,9,25,Sports,Lamp,Home,Female
ORD5637,CUST1637,37,PROD837,UK,6/19/2021,7/15/2025,0,active,3/16/2025,111.88,6,39,Electronics,Lipstick,Beauty,Male
ORD5638,CUST1638,58,PROD838,UK,7/27/2021,8/7/2025,3,paused,5/20/2022,924.05,1,1,Beauty,Running Shoes,Sports,Female
ORD5639,CUST1639,40,PROD839,Pakistan,1/23/2021,9/30/2021,3,active,3/26/2023,85.08,6,6,Clothing,Basketball,Sports,Female
ORD5640,CUST1640,69,PROD840,India,1/21/2021,6/22/2025,5,cancelled,8/28/2024,179.5,8,33,Beauty,Smartwatch,Electronics,Female
ORD5641,CUST1641,41,PROD841,Germany,7/4/2021,9/23/2022,4,paused,8/22/2023,73.15,4,49,Home,Shirt,Clothing,Male
ORD5642,CUST1642,64,PROD842,Pakistan,9/11/2022,7/10/2025,0,active,1/11/2025,180.64,6,38,Home,Shirt,Clothing,Male
ORD5643,CUST1643,46,PROD843,UK,8/31/2022,9/10/2023,0,active,1/22/2023,160.41,8,10,Beauty,Conditioner,Beauty,Male
ORD5644,CUST1644,21,PROD844,Germany,7/5/2021,12/9/2024,0,active,7/5/2021,110.39,9,28,Sports,Conditioner,Beauty,Female
ORD5645,CUST1645,32,PROD845,Pakistan,11/29/2021,7/28/2025,2,active,8/5/2024,202.22,6,46,Clothing,Hoodie,Clothing,Female
ORD5646,CUST1646,19,PROD846,Pakistan,9/4/2022,11/21/2023,4,active,6/4/2024,147.21,8,13,Home,Microwave,Home,Male
ORD5647,CUST1647,52,PROD847,UK,6/24/2021,7/9/2025,3,paused,9/22/2021,211.08,2,16,Home,Running Shoes,Sports,Female
ORD5648,CUST1648,24,PROD848,USA,8/10/2021,7/19/2023,0,paused,9/15/2024,57.73,8,25,Clothing,Face Wash,Beauty,Male
ORD5649,CUST1649,66,PROD849,USA,12/27/2020,9/30/2023,2,cancelled,12/24/2022,786.08,2,19,Sports,Jeans,Clothing,Female
ORD5650,CUST1650,43,PROD850,USA,6/26/2021,10/29/2023,4,active,5/18/2022,77.67,8,37,Beauty,Shampoo,Beauty,Female
ORD5651,CUST1651,25,PROD851,UK,4/15/2022,9/13/2022,5,active,11/10/2023,85.4,3,49,Sports,Jeans,Clothing,Male
ORD5652,CUST1652,59,PROD852,USA,2/24/2023,7/11/2024,1,active,5/5/2025,1165.65,1,28,Home,Dumbbells,Sports,Male
ORD5653,CUST1653,47,PROD853,UK,8/28/2021,12/14/2021,4,active,11/26/2021,49.06,7,20,Clothing,Face Wash,Beauty,Male
ORD5654,CUST1654,46,PROD854,Canada,1/27/2023,7/14/2024,4,active,9/21/2023,164.98,3,21,Beauty,Basketball,Sports,Female
ORD5655,CUST1655,56,PROD855,Canada,7/12/2023,3/19/2024,3,cancelled,2/11/2024,286.43,3,16,Electronics,Vacuum Cleaner,Home,Male
ORD5656,CUST1656,36,PROD856,Pakistan,10/29/2020,5/25/2023,1,active,4/22/2023,83.74,4,34,Sports,Chair,Home,Female
ORD5657,CUST1657,31,PROD857,Canada,1/9/2023,1/19/2025,0,active,11/3/2024,196.16,5,47,Clothing,Dumbbells,Sports,Female
ORD5658,CUST1658,39,PROD858,India,3/24/2023,8/16/2023,0,active,8/11/2025,694.93,2,22,Clothing,Perfume,Beauty,Female
ORD5659,CUST1659,56,PROD859,Canada,9/29/2020,1/20/2025,4,active,7/6/2021,467.28,2,34,Sports,Face Wash,Beauty,Female
ORD5660,CUST1660,60,PROD860,Pakistan,1/8/2023,11/15/2024,2,active,4/18/2023,146.17,9,18,Electronics,Sneakers,Clothing,Male
ORD5661,CUST1661,32,PROD861,UK,5/27/2021,6/8/2022,3,active,6/18/2024,41.76,7,41,Home,Smartwatch,Electronics,Female
ORD5662,CUST1662,57,PROD862,UK,10/17/2020,2/16/2025,4,paused,1/7/2023,111.45,8,39,Clothing,Microwave,Home,Female
ORD5663,CUST1663,40,PROD863,Canada,8/23/2020,3/21/2025,1,active,5/15/2022,835.56,2,10,Beauty,Chair,Home,Female
ORD5664,CUST1664,21,PROD864,India,4/10/2023,3/23/2025,2,paused,8/22/2023,660.78,3,8,Electronics,Smartphone,Electronics,Female
ORD5665,CUST1665,42,PROD865,Germany,4/6/2022,9/9/2023,1,active,10/30/2022,150.11,6,49,Sports,Jeans,Clothing,Female
ORD5666,CUST1666,20,PROD866,Germany,6/12/2023,5/31/2024,0,cancelled,11/24/2024,283.26,2,49,Sports,Smartphone,Electronics,Male
ORD5667,CUST1667,32,PROD867,Canada,1/6/2023,6/24/2023,0,active,7/29/2023,986.68,1,29,Clothing,Lipstick,Beauty,Male
ORD5668,CUST1668,32,PROD868,UK,4/18/2022,5/24/2024,2,cancelled,7/27/2024,169.24,6,7,Home,Yoga Mat,Sports,Female
ORD5669,CUST1669,50,PROD869,Germany,12/15/2020,7/13/2025,4,cancelled,11/20/2021,192.21,9,10,Sports,Shirt,Clothing,Male
ORD5670,CUST1670,30,PROD870,UK,9/23/2022,7/11/2023,3,active,11/19/2024,27.97,9,14,Electronics,Perfume,Beauty,Male
ORD5671,CUST1671,53,PROD871,Pakistan,12/6/2022,3/3/2023,4,cancelled,3/21/2025,170.74,6,39,Sports,Tennis Racket,Sports,Female
ORD5672,CUST1672,56,PROD872,Pakistan,8/19/2022,2/18/2023,1,cancelled,12/20/2023,124.97,5,21,Electronics,Vacuum Cleaner,Home,Female
ORD5673,CUST1673,48,PROD873,Pakistan,12/3/2021,7/6/2022,2,paused,5/18/2024,78.19,7,30,Clothing,Perfume,Beauty,Female
ORD5674,CUST1674,25,PROD874,USA,2/21/2023,1/31/2025,5,active,6/25/2023,301.07,5,10,Electronics,Sofa,Home,Male
ORD5675,CUST1675,42,PROD875,USA,10/4/2022,9/4/2023,4,paused,8/29/2024,51.81,5,31,Electronics,Gaming Console,Electronics,Male
ORD5676,CUST1676,28,PROD876,India,10/5/2022,3/18/2023,0,cancelled,6/11/2025,817.55,2,1,Sports,Conditioner,Beauty,Female
ORD5677,CUST1677,20,PROD877,USA,7/23/2023,4/11/2025,2,cancelled,4/28/2024,470.4,2,19,Beauty,Tablet,Electronics,Male
ORD5678,CUST1678,52,PROD878,Canada,6/2/2023,5/18/2024,2,paused,1/4/2025,244.14,6,10,Home,Refrigerator,Home,Female
ORD5679,CUST1679,66,PROD879,Pakistan,6/26/2021,9/17/2021,2,active,9/19/2023,95.2,3,6,Beauty,Gaming Console,Electronics,Female
ORD5680,CUST1680,57,PROD880,Canada,5/23/2023,2/18/2025,2,active,7/13/2024,670.66,2,24,Sports,Tennis Racket,Sports,Male
ORD5681,CUST1681,40,PROD881,India,6/28/2022,1/17/2024,3,active,3/31/2023,213.06,1,13,Home,Lipstick,Beauty,Male
ORD5682,CUST1682,39,PROD882,India,3/3/2021,10/17/2022,5,active,3/8/2022,36.45,8,48,Home,Blender,Home,Female
ORD5683,CUST1683,63,PROD883,India,10/11/2020,7/15/2024,4,active,5/4/2025,3.53,7,15,Home,Conditioner,Beauty,Male
ORD5684,CUST1684,40,PROD884,India,4/13/2022,3/4/2025,1,active,6/11/2025,1951.85,1,24,Home,Conditioner,Beauty,Male
ORD5685,CUST1685,64,PROD885,USA,3/9/2022,1/25/2023,3,active,4/25/2025,12.39,6,1,Electronics,Dress,Clothing,Female
ORD5686,CUST1686,39,PROD886,Pakistan,1/6/2021,3/26/2021,1,paused,9/2/2024,28.48,3,15,Electronics,Blender,Home,Female
